contestant_id,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,elimination_week,J_pct,week,industry_std,is_US,age_bin,rank_judge,rank_final
Wayne Brady_S31,Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,31,3rd Place,3,finalist,82.5,3,Comedian,1,46-55,1.0,3
Charli D'Amelio_S31,Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,31,1st Place,1,finalist,90.0,4,Other,1,18-25,1.0,1
Daniel Durant_S31,Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,31,Eliminated Week 9,5,9,72.5,4,Actor,1,26-35,9.0,5
Gabby Windey_S31,Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,31,2nd Place,2,finalist,90.0,4,TV_Personality,1,26-35,1.0,2
Heidi D'Amelio_S31,Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,31,Eliminated Week 8,8,8,85.0,4,Other,1,46-55,4.0,8
Jessie James Decker_S31,Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,31,Eliminated Week 6,10,6,77.5,4,Musician,0,26-35,8.0,10
Jordin Sparks_S31,Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,31,Eliminated Week 7,9,7,85.0,4,Musician,1,26-35,4.0,9
Joseph Baena_S31,Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,31,Eliminated Week 5,11,5,70.0,4,Actor,1,18-25,11.0,11
Sam Champion_S31,Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,31,Eliminated Week 4,13,4,62.5,4,TV_Personality,1,55+,13.0,13
Selma Blair_S31,Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,31,Withdrew,12,withdrew,80.0,4,Actor,1,46-55,6.0,12
Shangela_S31,Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,31,4th Place,4,,80.0,4,TV_Personality,1,36-45,6.0,4
Trevor Donovan_S31,Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,31,Eliminated Week 9,6,9,70.0,4,Actor,1,36-45,11.0,6
Vinny Guadagnino_S31,Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,31,Eliminated Week 8,7,8,72.5,4,TV_Personality,1,26-35,9.0,7
Wayne Brady_S31,Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,31,3rd Place,3,finalist,90.0,4,Comedian,1,46-55,1.0,3
Charli D'Amelio_S31,Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,31,1st Place,1,finalist,52.5,5,Other,1,18-25,9.0,1
Daniel Durant_S31,Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,31,Eliminated Week 9,5,9,83.75,5,Actor,1,26-35,7.0,5
Gabby Windey_S31,Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,31,2nd Place,2,finalist,51.24999999999999,5,TV_Personality,1,26-35,10.0,2
Heidi D'Amelio_S31,Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,31,Eliminated Week 8,8,8,48.75,5,Other,1,46-55,12.0,8
Jessie James Decker_S31,Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,31,Eliminated Week 6,10,6,90.0,5,Musician,0,26-35,3.0,10
Jordin Sparks_S31,Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,31,Eliminated Week 7,9,7,88.75,5,Musician,1,26-35,5.0,9
Joseph Baena_S31,Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,31,Eliminated Week 5,11,5,87.5,5,Actor,1,18-25,6.0,11
Selma Blair_S31,Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,31,Withdrew,12,withdrew,100.0,5,Actor,1,46-55,1.0,12
Shangela_S31,Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,31,4th Place,4,,96.25,5,TV_Personality,1,36-45,2.0,4
Trevor Donovan_S31,Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,31,Eliminated Week 9,6,9,90.0,5,Actor,1,36-45,3.0,6
Vinny Guadagnino_S31,Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,31,Eliminated Week 8,7,8,77.5,5,TV_Personality,1,26-35,8.0,7
Wayne Brady_S31,Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,31,3rd Place,3,finalist,51.24999999999999,5,Comedian,1,46-55,10.0,3
Charli D'Amelio_S31,Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,31,1st Place,1,finalist,100.0,6,Other,1,18-25,1.0,1
Daniel Durant_S31,Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,31,Eliminated Week 9,5,9,85.0,6,Actor,1,26-35,5.0,5
Gabby Windey_S31,Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,31,2nd Place,2,finalist,92.5,6,TV_Personality,1,26-35,2.0,2
Heidi D'Amelio_S31,Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,31,Eliminated Week 8,8,8,90.0,6,Other,1,46-55,3.0,8
Jessie James Decker_S31,Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,31,Eliminated Week 6,10,6,80.0,6,Musician,0,26-35,9.0,10
Jordin Sparks_S31,Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,31,Eliminated Week 7,9,7,85.0,6,Musician,1,26-35,5.0,9
Shangela_S31,Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,31,4th Place,4,,90.0,6,TV_Personality,1,36-45,3.0,4
Trevor Donovan_S31,Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,31,Eliminated Week 9,6,9,85.0,6,Actor,1,36-45,5.0,6
Vinny Guadagnino_S31,Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,31,Eliminated Week 8,7,8,70.0,6,TV_Personality,1,26-35,10.0,7
Wayne Brady_S31,Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,31,3rd Place,3,finalist,85.0,6,Comedian,1,46-55,5.0,3
Charli D'Amelio_S31,Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,31,1st Place,1,finalist,97.5,7,Other,1,18-25,1.0,1
Daniel Durant_S31,Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,31,Eliminated Week 9,5,9,91.25,7,Actor,1,26-35,4.0,5
Gabby Windey_S31,Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,31,2nd Place,2,finalist,88.75,7,TV_Personality,1,26-35,6.0,2
Heidi D'Amelio_S31,Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,31,Eliminated Week 8,8,8,87.5,7,Other,1,46-55,7.0,8
Jordin Sparks_S31,Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,31,Eliminated Week 7,9,7,86.25,7,Musician,1,26-35,8.0,9
Shangela_S31,Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,31,4th Place,4,,91.25,7,TV_Personality,1,36-45,4.0,4
Trevor Donovan_S31,Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,31,Eliminated Week 9,6,9,97.5,7,Actor,1,36-45,1.0,6
Vinny Guadagnino_S31,Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,31,Eliminated Week 8,7,8,78.75,7,TV_Personality,1,26-35,9.0,7
Wayne Brady_S31,Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,31,3rd Place,3,finalist,95.0,7,Comedian,1,46-55,3.0,3
Charli D'Amelio_S31,Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,31,1st Place,1,finalist,56.25,8,Other,1,18-25,5.0,1
Daniel Durant_S31,Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,31,Eliminated Week 9,5,9,97.5,8,Actor,1,26-35,2.0,5
Gabby Windey_S31,Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,31,2nd Place,2,finalist,100.0,8,TV_Personality,1,26-35,1.0,2
Heidi D'Amelio_S31,Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,31,Eliminated Week 8,8,8,87.5,8,Other,1,46-55,3.0,8
Shangela_S31,Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,31,4th Place,4,,52.5,8,TV_Personality,1,36-45,7.0,4
Trevor Donovan_S31,Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,31,Eliminated Week 9,6,9,48.75,8,Actor,1,36-45,8.0,6
Vinny Guadagnino_S31,Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,31,Eliminated Week 8,7,8,72.5,8,TV_Personality,1,26-35,4.0,7
Wayne Brady_S31,Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,31,3rd Place,3,finalist,56.25,8,Comedian,1,46-55,5.0,3
Charli D'Amelio_S31,Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,31,1st Place,1,finalist,100.0,9,Other,1,18-25,1.0,1
Daniel Durant_S31,Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,31,Eliminated Week 9,5,9,86.25,9,Actor,1,26-35,5.0,5
Gabby Windey_S31,Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,31,2nd Place,2,finalist,100.0,9,TV_Personality,1,26-35,1.0,2
Shangela_S31,Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,31,4th Place,4,,91.25,9,TV_Personality,1,36-45,3.0,4
Trevor Donovan_S31,Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,31,Eliminated Week 9,6,9,81.25,9,Actor,1,36-45,6.0,6
Wayne Brady_S31,Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,31,3rd Place,3,finalist,91.25,9,Comedian,1,46-55,3.0,3
Charli D'Amelio_S31,Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,31,1st Place,1,finalist,100.0,10,Other,1,18-25,1.0,1
Gabby Windey_S31,Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,31,2nd Place,2,finalist,100.0,10,TV_Personality,1,26-35,1.0,2
Shangela_S31,Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,31,4th Place,4,,95.0,10,TV_Personality,1,36-45,3.0,4
Wayne Brady_S31,Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,31,3rd Place,3,finalist,95.0,10,Comedian,1,46-55,3.0,3
Adrian Peterson_S32,Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,32,Eliminated Week 4,11,4,60.0,1,Athlete,1,36-45,5.0,11
Alyson Hannigan_S32,Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,,43.333333333333336,1,Actor,1,46-55,11.0,5
Ariana Madix_S32,Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,finalist,70.0,1,TV_Personality,1,36-45,2.0,3
Barry Williams_S32,Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,8,53.333333333333336,1,Actor,1,55+,8.0,7
Charity Lawson_S32,Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4th Place,4,,73.33333333333333,1,TV_Personality,1,26-35,1.0,4
Harry Jowsey_S32,Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,32,Eliminated Week 9,6,9,40.0,1,TV_Personality,0,26-35,12.0,6
Jamie Lynn Spears_S32,Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,32,Eliminated Week 2,13,2,50.0,1,Actor,1,26-35,9.0,13
Jason Mraz_S32,Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,finalist,70.0,1,Musician,1,46-55,2.0,2
Lele Pons_S32,Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,32,Eliminated Week 7,8,7,63.33333333333333,1,Other,0,26-35,4.0,8
Matt Walsh_S32,Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,32,Eliminated Week 1,14,1,40.0,1,Comedian,1,55+,12.0,14
Mauricio Umansky_S32,Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,32,Eliminated Week 6,9,6,50.0,1,TV_Personality,0,46-55,9.0,9
Mira Sorvino_S32,Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,5,56.66666666666666,1,Actor,1,46-55,7.0,10
Tyson Beckford_S32,Tyson Beckford,Jenna Johnson,Model,New York,United States,52,32,Eliminated Week 3,12,3,40.0,1,Model,1,46-55,12.0,12
Xochitl Gomez_S32,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,finalist,60.0,1,Actor,1,18-25,5.0,1
Adrian Peterson_S32,Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,32,Eliminated Week 4,11,4,50.0,2,Athlete,1,36-45,10.0,11
Alyson Hannigan_S32,Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,,63.33333333333333,2,Actor,1,46-55,6.0,5
Ariana Madix_S32,Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,finalist,66.66666666666666,2,TV_Personality,1,36-45,5.0,3
Barry Williams_S32,Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,8,50.0,2,Actor,1,55+,10.0,7
Charity Lawson_S32,Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4th Place,4,,70.0,2,TV_Personality,1,26-35,3.0,4
Harry Jowsey_S32,Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,32,Eliminated Week 9,6,9,50.0,2,TV_Personality,0,26-35,10.0,6
Jamie Lynn Spears_S32,Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,32,Eliminated Week 2,13,2,53.333333333333336,2,Actor,1,26-35,9.0,13
Jason Mraz_S32,Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,finalist,80.0,2,Musician,1,46-55,1.0,2
Lele Pons_S32,Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,32,Eliminated Week 7,8,7,70.0,2,Other,0,26-35,3.0,8
Mauricio Umansky_S32,Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,32,Eliminated Week 6,9,6,40.0,2,TV_Personality,0,46-55,13.0,9
Mira Sorvino_S32,Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,5,60.0,2,Actor,1,46-55,7.0,10
Tyson Beckford_S32,Tyson Beckford,Jenna Johnson,Model,New York,United States,52,32,Eliminated Week 3,12,3,60.0,2,Model,1,46-55,7.0,12
Xochitl Gomez_S32,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,finalist,80.0,2,Actor,1,18-25,1.0,1
Adrian Peterson_S32,Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,32,Eliminated Week 4,11,4,55.00000000000001,3,Athlete,1,36-45,11.0,11
Alyson Hannigan_S32,Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,,60.0,3,Actor,1,46-55,8.0,5
Ariana Madix_S32,Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,finalist,85.0,3,TV_Personality,1,36-45,1.0,3
Barry Williams_S32,Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,8,62.5,3,Actor,1,55+,7.0,7
Charity Lawson_S32,Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4th Place,4,,80.0,3,TV_Personality,1,26-35,3.0,4
Harry Jowsey_S32,Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,32,Eliminated Week 9,6,9,60.0,3,TV_Personality,0,26-35,8.0,6
Jason Mraz_S32,Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,finalist,85.0,3,Musician,1,46-55,1.0,2
Lele Pons_S32,Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,32,Eliminated Week 7,8,7,67.5,3,Other,0,26-35,5.0,8
Mauricio Umansky_S32,Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,32,Eliminated Week 6,9,6,57.49999999999999,3,TV_Personality,0,46-55,10.0,9
Mira Sorvino_S32,Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,5,65.0,3,Actor,1,46-55,6.0,10
Tyson Beckford_S32,Tyson Beckford,Jenna Johnson,Model,New York,United States,52,32,Eliminated Week 3,12,3,50.0,3,Model,1,46-55,12.0,12
Xochitl Gomez_S32,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,finalist,80.0,3,Actor,1,18-25,3.0,1
Adrian Peterson_S32,Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,32,Eliminated Week 4,11,4,70.0,4,Athlete,1,36-45,6.0,11
Alyson Hannigan_S32,Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,,60.0,4,Actor,1,46-55,10.0,5
Ariana Madix_S32,Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,finalist,83.33333333333334,4,TV_Personality,1,36-45,2.0,3
Barry Williams_S32,Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,8,60.0,4,Actor,1,55+,10.0,7
Charity Lawson_S32,Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4th Place,4,,80.0,4,TV_Personality,1,26-35,3.0,4
Harry Jowsey_S32,Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,32,Eliminated Week 9,6,9,70.0,4,TV_Personality,0,26-35,6.0,6
Jason Mraz_S32,Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,finalist,80.0,4,Musician,1,46-55,3.0,2
Lele Pons_S32,Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,32,Eliminated Week 7,8,7,73.33333333333333,4,Other,0,26-35,5.0,8
Mauricio Umansky_S32,Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,32,Eliminated Week 6,9,6,63.33333333333333,4,TV_Personality,0,46-55,9.0,9
Mira Sorvino_S32,Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,5,70.0,4,Actor,1,46-55,6.0,10
Xochitl Gomez_S32,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,finalist,90.0,4,Actor,1,18-25,1.0,1
Alyson Hannigan_S32,Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,,70.0,5,Actor,1,46-55,9.0,5
Ariana Madix_S32,Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,finalist,80.0,5,TV_Personality,1,36-45,4.0,3
Barry Williams_S32,Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,8,80.0,5,Actor,1,55+,4.0,7
Charity Lawson_S32,Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4th Place,4,,93.33333333333331,5,TV_Personality,1,26-35,1.0,4
Harry Jowsey_S32,Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,32,Eliminated Week 9,6,9,60.0,5,TV_Personality,0,26-35,10.0,6
Jason Mraz_S32,Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,finalist,90.0,5,Musician,1,46-55,3.0,2
Lele Pons_S32,Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,32,Eliminated Week 7,8,7,80.0,5,Other,0,26-35,4.0,8
Mauricio Umansky_S32,Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,32,Eliminated Week 6,9,6,80.0,5,TV_Personality,0,46-55,4.0,9
Mira Sorvino_S32,Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,5,73.33333333333333,5,Actor,1,46-55,8.0,10
Xochitl Gomez_S32,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,finalist,93.33333333333331,5,Actor,1,18-25,1.0,1
Alyson Hannigan_S32,Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,,77.5,6,Actor,1,46-55,6.0,5
Ariana Madix_S32,Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,finalist,51.24999999999999,6,TV_Personality,1,36-45,9.0,3
Barry Williams_S32,Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,8,80.0,6,Actor,1,55+,5.0,7
Charity Lawson_S32,Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4th Place,4,,95.0,6,TV_Personality,1,26-35,2.0,4
Harry Jowsey_S32,Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,32,Eliminated Week 9,6,9,72.5,6,TV_Personality,0,26-35,7.0,6
Jason Mraz_S32,Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,finalist,97.5,6,Musician,1,46-55,1.0,2
Lele Pons_S32,Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,32,Eliminated Week 7,8,7,92.5,6,Other,0,26-35,3.0,8
Mauricio Umansky_S32,Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,32,Eliminated Week 6,9,6,82.5,6,TV_Personality,0,46-55,4.0,9
Xochitl Gomez_S32,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,finalist,52.5,6,Actor,1,18-25,8.0,1
Alyson Hannigan_S32,Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,,87.5,7,Actor,1,46-55,6.0,5
Ariana Madix_S32,Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,finalist,92.5,7,TV_Personality,1,36-45,1.0,3
Barry Williams_S32,Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,8,81.25,7,Actor,1,55+,7.0,7
Charity Lawson_S32,Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4th Place,4,,90.0,7,TV_Personality,1,26-35,4.0,4
Harry Jowsey_S32,Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,32,Eliminated Week 9,6,9,80.0,7,TV_Personality,0,26-35,8.0,6
Jason Mraz_S32,Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,finalist,90.0,7,Musician,1,46-55,4.0,2
Lele Pons_S32,Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,32,Eliminated Week 7,8,7,91.25,7,Other,0,26-35,3.0,8
Xochitl Gomez_S32,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,finalist,92.5,7,Actor,1,18-25,1.0,1
Alyson Hannigan_S32,Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,,90.0,8,Actor,1,46-55,3.0,5
Ariana Madix_S32,Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,finalist,52.5,8,TV_Personality,1,36-45,7.0,3
Barry Williams_S32,Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,8,87.5,8,Actor,1,55+,4.0,7
Charity Lawson_S32,Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4th Place,4,,97.5,8,TV_Personality,1,26-35,2.0,4
Harry Jowsey_S32,Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,32,Eliminated Week 9,6,9,70.0,8,TV_Personality,0,26-35,6.0,6
Jason Mraz_S32,Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,finalist,82.5,8,Musician,1,46-55,5.0,2
Xochitl Gomez_S32,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,finalist,100.0,8,Actor,1,18-25,1.0,1
Alyson Hannigan_S32,Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,,80.0,9,Actor,1,46-55,3.0,5
Ariana Madix_S32,Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,finalist,92.5,9,TV_Personality,1,36-45,2.0,3
Charity Lawson_S32,Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4th Place,4,,95.0,9,TV_Personality,1,26-35,1.0,4
Harry Jowsey_S32,Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,32,Eliminated Week 9,6,9,75.0,9,TV_Personality,0,26-35,4.0,6
Jason Mraz_S32,Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,finalist,53.75,9,Musician,1,46-55,5.0,2
Xochitl Gomez_S32,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,finalist,51.24999999999999,9,Actor,1,18-25,6.0,1
Alyson Hannigan_S32,Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,,85.0,10,Actor,1,46-55,5.0,5
Ariana Madix_S32,Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,finalist,96.66666666666669,10,TV_Personality,1,36-45,3.0,3
Charity Lawson_S32,Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4th Place,4,,98.33333333333331,10,TV_Personality,1,26-35,2.0,4
Jason Mraz_S32,Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,finalist,95.0,10,Musician,1,46-55,4.0,2
Xochitl Gomez_S32,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,finalist,100.0,10,Actor,1,18-25,1.0,1
Alyson Hannigan_S32,Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,,88.33333333333333,11,Actor,1,46-55,5.0,5
Ariana Madix_S32,Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,finalist,98.33333333333331,11,TV_Personality,1,36-45,3.0,3
Charity Lawson_S32,Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4th Place,4,,98.33333333333331,11,TV_Personality,1,26-35,3.0,4
Jason Mraz_S32,Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,finalist,100.0,11,Musician,1,46-55,1.0,2
Xochitl Gomez_S32,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,finalist,100.0,11,Actor,1,18-25,1.0,1
Anna Delvey_S33,Anna Delvey,Ezra Sosa,Con artist,,Russia,33,33,Eliminated Week 2,12,2,60.0,1,Other,0,26-35,8.0,12
Brooks Nader_S33,Brooks Nader,Gleb Savchenko,Model,New York,United States,27,33,Eliminated Week 4,9,4,60.0,1,Model,1,26-35,8.0,9
