celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_J_pct,week2_J_pct,week3_J_pct,week4_J_pct,week5_J_pct,week6_J_pct,week7_J_pct,week8_J_pct,week9_J_pct,week10_J_pct,week11_J_pct,elimination_week,contestant_id
Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,33,Eliminated Week 5,8,63.33333333333333,70.0,70.0,80.0,80.0,,,,,,,5,Phaedra Parks_S33
Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,Eliminated Week 6,7,63.33333333333333,63.33333333333333,77.5,80.0,85.0,51.66666666666667,,,,,,6,Jenn Tran_S33
Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,33,1st Place,1,70.0,73.33333333333333,87.5,90.0,86.66666666666667,53.333333333333336,91.66666666666666,96.66666666666667,98.33333333333333,,,finalist,Joey Graziadei_S33
Corey Feldman,Jenna Johnson,Actor/Actress,California,United States,54,34,Eliminated Week 2,13,45.0,50.0,,,,,,,,,,2,Corey Feldman_S34
Danielle Fishel,Pasha Pashkov,Actor/Actress,California,United States,44,34,Eliminated Week 8,8,60.0,63.33333333333333,70.0,70.0,72.5,90.0,87.5,92.5,,,,8,Danielle Fishel_S34
Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,Georgia,United States,55,34,5th Place,5,60.0,70.0,70.0,80.0,75.0,90.0,80.0,93.75,90.0,95.0,96.666,,Elaine Hendrix_S34
Baron Davis,Britt Stewart,Athlete,California,United States,46,34,Eliminated Week 2,13,50.0,60.0,,,,,,,,,,2,Baron Davis_S34
Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,Texas,United States,24,34,3rd Place,3,50.0,73.33333333333333,80.0,80.0,80.0,97.5,95.0,97.5,48.75,95.0,98.88866666666668,finalist,Jordan Chiles_S34
Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,California,United States,59,34,Eliminated Week 9,7,45.0,53.333333333333336,60.0,60.0,60.0,67.5,72.5,85.0,72.5,,,9,Andy Richter_S34
Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,,Australia,22,34,1st Place,1,75.0,73.33333333333333,73.33333333333333,73.33333333333333,87.5,90.0,51.24999999999999,95.0,52.5,98.33333333333333,98.88866666666668,finalist,Robert Irwin_S34
Hilaria Baldwin,Gleb Savchenko,Entrepreneur,New York,United States,41,34,Eliminated Week 4,11,70.0,70.0,73.33333333333333,76.66666666666667,,,,,,,,4,Hilaria Baldwin_S34
Lauren Jauregui,Brandon Armstrong,Singer/Rapper,Florida,United States,29,34,Eliminated Week 3,12,65.0,70.0,60.0,,,,,,,,,3,Lauren Jauregui_S34
Scott Hoying,Rylee Arnold,Singer/Rapper,California,United States,34,34,Eliminated Week 6,10,50.0,60.0,73.33333333333333,70.0,75.0,70.0,,,,,,6,Scott Hoying_S34
Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,Florida,United States,24,34,2nd Place,2,65.0,70.0,76.66666666666667,80.0,87.5,87.5,53.75,96.25,100.0,96.66666666666667,100.0,finalist,Alix Earle_S34
Jen Affleck,Jan Ravnik,TV Personality,Utah,United States,26,34,Eliminated Week 7,9,60.0,73.33333333333333,63.33333333333333,76.66666666666667,72.5,80.0,85.0,,,,,7,Jen Affleck_S34
Whitney Leavitt,Mark Ballas,TV Personality,Utah,United States,32,34,Eliminated Week 10,6,75.0,73.33333333333333,80.0,83.33333333333334,82.5,97.5,52.5,98.75,52.5,96.66666666666667,,10,Whitney Leavitt_S34
Dylan Efron,Daniella Karagach (Rumer Willis week 9),TV Personality,California,United States,33,34,4th Place,4,50.0,66.66666666666666,76.66666666666667,76.66666666666667,90.0,80.0,95.0,95.0,52.5,91.66666666666666,97.77733333333333,,Dylan Efron_S34
